,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ghi,dif
5028,2021-02-13 09:15:00,591.958,38.256,56.776,0.58,5893,-6.893,34.98,2.269,624.748,261.6,87.2,0.35,1.274,164.742,0,0.578,0,0,0,0,1,55.608,226.72,-135.133,-35.98,0,0,0,0,0,0,6.133,348.8,87.2
5029,2021-02-13 09:30:00,555.85,35.923,58.804,0.544,5894,-6.804,36.0,1.921,624.756,283.95,94.65,0.35,1.32,165.796,0,0.581,0,0,0,0,1,81.943,246.09,-134.079,-30.069,0,0,0,0,0,0,6.133,378.6,94.65
5030,2021-02-13 09:45:00,516.445,33.376,60.97,0.507,5895,-6.259,34.34,1.16,624.765,307.35,102.45,0.35,1.314,166.982,0,0.58,0,0,0,0,1,116.775,266.37,-132.892,-16.703,0,0,0,0,0,0,6.133,409.8,102.45
5031,2021-02-13 10:00:00,473.935,30.629,63.261,0.467,5896,-5.814,34.82,2.126,624.773,331.5,110.5,0.35,1.378,169.215,0,0.584,0,0,0,0,1,128.204,287.3,-130.66,-28.436,0,0,0,0,0,0,6.133,442.0,110.5
5032,2021-02-13 10:15:00,428.536,27.695,65.662,0.425,5897,-5.978,31.69,1.131,624.728,407.55,135.85,0.35,1.239,166.26,0,0.575,0,0,0,0,1,204.042,353.21,-133.615,-15.553,0,0,0,0,0,0,6.133,543.4,135.85
5033,2021-02-13 10:30:00,380.49,24.59,68.162,0.381,5898,-5.154,32.55,1.119,624.683,354.675,118.225,0.35,1.355,170.415,0,0.583,0,0,0,0,1,164.66,307.385,-129.459,-13.266,0,0,0,0,0,0,6.133,472.9,118.225
5034,2021-02-13 10:45:00,330.081,21.332,70.749,0.336,5899,-5.314,32.65,1.853,624.638,393.0,131.0,0.35,1.342,169.802,0,0.582,0,0,0,0,1,187.879,340.6,-130.072,-22.648,0,0,0,0,0,0,6.133,524.0,131.0
5035,2021-02-13 11:00:00,277.649,17.943,73.413,0.29,5900,-5.181,32.83,1.618,624.593,415.875,138.625,0.35,1.364,170.508,0,0.583,0,0,0,0,1,211.778,360.425,-129.367,-19.28,0,0,0,0,0,0,6.133,554.5,138.625
5036,2021-02-13 11:15:00,223.639,14.453,76.145,0.242,5901,-4.992,31.4,1.46,624.422,421.8,140.6,0.35,1.323,170.237,0,0.581,0,0,0,0,1,219.164,365.56,-129.638,-16.758,0,0,0,0,0,0,6.133,562.4,140.6
5037,2021-02-13 11:30:00,168.703,10.903,78.938,0.193,5902,-4.487,31.29,1.728,624.252,486.075,162.025,0.35,1.37,172.33,0,0.583,0,0,0,0,1,275.898,421.265,-127.544,-17.823,0,0,0,0,0,0,6.133,648.1,162.025
5038,2021-02-13 11:45:00,113.98,7.366,81.784,0.143,5903,-4.319,31.37,1.831,624.081,488.625,162.875,0.35,1.391,173.123,0,0.585,0,0,0,0,1,278.55,423.475,-126.752,-18.173,0,0,0,0,0,0,6.133,651.5,162.875
5039,2021-02-13 12:00:00,61.923,4.002,84.676,0.093,5904,-3.975,29.85,1.908,623.91,505.125,168.375,0.35,1.358,173.39,0,0.582,0,0,0,0,1,293.866,437.775,-126.485,-17.424,0,0,0,0,0,0,6.133,673.5,168.375
5040,2021-02-13 12:15:00,19.033,1.23,87.609,0.042,5905,-3.468,29.54,1.89,623.712,507.525,169.175,0.35,1.396,175.344,0,0.585,0,0,0,0,1,300.271,439.855,-124.53,-15.054,0,0,0,0,0,0,6.133,676.7,169.175
5041,2021-02-13 12:30:00,0.0,0.0,90.578,0.0,5906,-3.418,28.45,1.71,623.514,444.3,148.1,0.35,1.35,174.623,0,0.582,0,0,0,0,1,246.389,385.06,-125.252,-13.419,0,0,0,0,0,0,6.133,592.4,148.1
5042,2021-02-13 12:45:00,0.0,0.0,93.577,0.0,5907,-2.992,28.07,2.053,623.316,486.3,162.1,0.35,1.375,176.152,0,0.583,0,0,0,0,1,283.639,421.46,-123.723,-14.098,0,0,0,0,0,0,6.133,648.4,162.1
5043,2021-02-13 13:00:00,0.0,0.0,96.603,0.0,5908,-3.057,27.9,2.496,623.118,434.625,144.875,0.35,1.36,175.714,0,0.582,0,0,0,0,1,235.007,376.675,-124.161,-17.507,0,0,0,0,0,0,6.133,579.5,144.875
5044,2021-02-13 13:15:00,0.0,0.0,99.65,0.0,5909,-2.521,26.51,1.309,622.914,463.5,154.5,0.35,1.345,176.781,0,0.581,0,0,0,0,1,271.037,401.7,-123.094,-7.569,0,0,0,0,0,0,6.133,618.0,154.5
5045,2021-02-13 13:30:00,0.0,0.0,102.716,0.0,5910,-2.212,25.94,1.383,622.71,508.65,169.55,0.35,1.347,177.591,0,0.581,0,0,0,0,1,311.532,440.83,-122.284,-7.015,0,0,0,0,0,0,6.133,678.2,169.55
5046,2021-02-13 13:45:00,0.0,0.0,105.795,0.0,5911,-1.844,24.59,2.655,622.506,408.9,136.3,0.35,1.312,177.856,0,0.579,0,0,0,0,1,221.139,354.38,-122.018,-11.222,0,0,0,0,0,0,6.133,545.2,136.3
5047,2021-02-13 14:00:00,0.0,0.0,108.885,0.0,5912,-1.543,23.83,1.296,622.302,355.725,118.575,0.35,1.3,178.385,0,0.578,0,0,0,0,1,182.223,308.295,-121.49,-4.582,0,0,0,0,0,0,6.133,474.3,118.575
5048,2021-02-13 14:15:00,0.0,0.0,111.982,0.0,5913,-1.612,23.56,1.803,622.18,381.6,127.2,0.35,1.279,177.791,0,0.577,0,0,0,0,1,201.977,330.72,-122.084,-6.659,0,0,0,0,0,0,6.133,508.8,127.2
5049,2021-02-13 14:30:00,0.0,0.0,115.081,0.0,5914,-1.033,21.71,1.709,622.059,297.15,99.05,0.35,1.229,178.257,0,0.573,0,0,0,0,1,131.869,257.53,-121.617,-4.044,0,0,0,0,0,0,6.133,396.2,99.05
5050,2021-02-13 14:45:00,0.0,0.0,118.178,0.0,5915,-1.406,21.89,2.375,621.937,336.9,112.3,0.35,1.206,176.832,0,0.572,0,0,0,0,1,161.29,291.98,-123.043,-7.647,0,0,0,0,0,0,6.133,449.2,112.3
5051,2021-02-13 15:00:00,0.0,0.0,121.269,0.0,5916,-1.093,21.21,2.171,621.815,265.5,88.5,0.35,1.196,177.402,0,0.571,0,0,0,0,1,102.194,230.1,-122.472,-5.433,0,0,0,0,0,0,6.133,354.0,88.5
5052,2021-02-13 15:15:00,0.0,0.0,124.349,0.0,5917,-0.697,20.12,1.912,621.746,343.2,114.4,0.35,1.168,177.797,0,0.569,0,0,0,0,1,172.311,297.44,-122.078,-3.051,0,0,0,0,0,0,6.133,457.6,114.4
5053,2021-02-13 15:30:00,0.0,0.0,127.411,0.0,5918,-0.649,20.14,1.964,621.678,210.45,70.15,0.35,1.173,178.032,0,0.569,0,0,0,0,1,57.63,182.39,-121.842,-2.918,0,0,0,0,0,0,6.133,280.6,70.15
5054,2021-02-13 15:45:00,0.0,0.0,130.45,0.0,5919,-0.794,19.65,2.858,621.609,237.3,79.1,0.35,1.132,176.775,0,0.567,0,0,0,0,1,77.366,205.66,-123.1,-5.194,0,0,0,0,0,0,6.133,316.4,79.1
5055,2021-02-13 16:00:00,0.0,0.0,133.456,0.0,5920,-0.624,18.74,1.885,621.54,195.825,65.275,0.35,1.094,176.318,0,0.564,0,0,0,0,1,43.466,169.715,-123.557,-2.692,0,0,0,0,0,0,6.133,261.1,65.275
5056,2021-02-13 16:15:00,0.0,0.0,136.421,0.0,5921,-0.414,18.83,1.699,621.49,149.025,49.675,0.35,1.116,177.352,0,0.565,0,0,0,0,1,5.022,129.155,-122.523,-1.61,0,0,0,0,0,0,6.133,198.7,49.675
5057,2021-02-13 16:30:00,0.0,0.0,139.331,0.0,5922,-0.486,18.37,2.05,621.441,139.575,46.525,0.35,1.083,176.414,0,0.563,60,0,0,0,1,-4.776,120.965,-123.461,-2.28,0,0,0,0,0,0,6.133,186.1,46.525
5058,2021-02-13 16:45:00,0.0,0.0,142.172,0.0,5923,-0.454,18.47,2.639,621.391,99.75,33.25,0.35,1.091,176.689,0,0.563,60,0,0,0,1,-39.476,86.45,-123.185,-2.741,0,0,0,0,0,0,6.133,133.0,33.25
5059,2021-02-13 17:00:00,0.0,0.0,144.924,0.0,5924,-0.376,18.31,1.02,621.341,76.725,25.575,0.35,1.088,176.809,0,0.563,60,0,0,0,1,-57.448,66.495,-123.066,-0.877,0,0,0,0,0,0,6.133,102.3,25.575
5060,2021-02-13 17:15:00,0.0,0.0,147.561,0.0,5925,-0.416,18.86,2.176,621.38,62.25,20.75,0.35,1.117,177.383,0,0.565,60,0,0,0,1,-70.612,53.95,-122.491,-2.071,0,0,0,0,0,0,6.133,83.0,20.75
5061,2021-02-13 17:30:00,0.0,0.0,150.051,0.0,5926,-0.523,19.01,1.461,621.418,34.98,11.66,0.35,1.117,177.118,0,0.565,60,0,0,0,1,-94.189,30.316,-122.757,-1.748,0,0,0,0,0,0,6.133,46.64,11.66
5062,2021-02-13 17:45:00,0.0,0.0,152.352,0.0,5927,-0.9,19.67,2.986,621.456,19.86,6.62,0.35,1.125,176.339,0,0.566,60,0,0,0,1,-112.473,17.212,-123.535,-6.15,0,0,0,0,0,0,6.133,26.48,6.62
5063,2021-02-13 18:00:00,0.0,0.0,154.41,0.0,5928,-1.245,19.93,2.185,621.494,4.892,1.631,0.35,1.111,175.173,0,0.565,60,0,0,0,1,-126.687,4.24,-124.701,-6.225,0,0,0,0,0,0,6.133,6.523,1.631
5064,2021-02-13 18:15:00,0.0,0.0,156.162,0.0,5929,-1.36,20.21,2.331,621.606,-1.404,-0.468,0.35,1.117,175.025,0,0.566,60,0,0,0,1,-133.323,-1.217,-124.85,-7.256,0,0,0,0,0,0,6.133,-1.872,-0.468
5065,2021-02-13 18:30:00,0.0,0.0,157.533,0.0,5930,-1.416,21.13,1.97,621.718,-1.787,-0.596,0.35,1.163,175.898,0,0.569,60,0,0,0,1,-131.912,-1.549,-123.977,-6.386,0,0,0,0,0,0,6.133,-2.383,-0.596
5066,2021-02-13 18:45:00,0.0,0.0,158.45,0.0,5931,-1.362,20.62,1.142,621.83,-1.677,-0.559,0.35,1.14,175.519,0,0.567,60,0,0,0,1,-129.37,-1.453,-124.356,-3.561,0,0,0,0,0,0,6.133,-2.236,-0.559
5067,2021-02-13 19:00:00,0.0,0.0,158.853,0.0,5932,-1.316,21.06,1.325,621.942,-1.592,-0.531,0.35,1.168,176.249,0,0.569,60,0,0,0,1,-128.998,-1.38,-123.625,-3.993,0,0,0,0,0,0,6.133,-2.123,-0.531
5068,2021-02-13 19:15:00,0.0,0.0,158.712,0.0,5933,-1.457,22.24,3.53,622.053,-1.748,-0.582,0.35,1.221,177.01,0,0.573,60,0,0,0,1,-136.16,-1.515,-122.865,-11.781,0,0,0,0,0,0,6.133,-2.33,-0.582
5069,2021-02-13 19:30:00,0.0,0.0,158.038,0.0,5934,-1.481,23.2,1.451,622.164,-1.951,-0.65,0.35,1.271,177.976,0,0.576,60,0,0,0,1,-128.513,-1.691,-121.899,-4.923,0,0,0,0,0,0,6.133,-2.601,-0.65
5070,2021-02-13 19:45:00,0.0,0.0,156.879,0.0,5935,-1.668,24.29,0.866,622.274,-2.025,-0.675,0.35,1.313,178.32,0,0.579,60,0,0,0,1,-126.619,-1.755,-121.554,-3.31,0,0,0,0,0,0,6.133,-2.7,-0.675
5071,2021-02-13 20:00:00,0.0,0.0,155.302,0.0,5936,-1.773,25.12,0.797,622.385,-2.013,-0.671,0.35,1.347,178.713,0,0.581,60,0,0,0,1,-126.145,-1.745,-121.162,-3.238,0,0,0,0,0,0,6.133,-2.684,-0.671
5072,2021-02-13 20:15:00,0.0,0.0,153.383,0.0,5937,-2.09,27.75,2.525,622.424,-1.845,-0.615,0.35,1.454,179.854,0,0.588,60,0,0,0,1,-133.714,-1.599,-120.02,-12.095,0,0,0,0,0,0,6.133,-2.46,-0.615
5073,2021-02-13 20:30:00,0.0,0.0,151.192,0.0,5938,-2.159,27.62,3.244,622.463,-2.273,-0.758,0.35,1.439,179.426,0,0.587,60,0,0,0,1,-138.472,-1.97,-120.448,-16.053,0,0,0,0,0,0,6.133,-3.031,-0.758
5074,2021-02-13 20:45:00,0.0,0.0,148.786,0.0,5939,-2.228,27.49,2.647,622.503,-2.731,-0.91,0.35,1.425,178.998,0,0.586,60,0,0,0,1,-136.761,-2.367,-120.876,-13.518,0,0,0,0,0,0,6.133,-3.641,-0.91
5075,2021-02-13 21:00:00,0.0,0.0,146.215,0.0,5940,-2.34,28.12,2.85,622.542,-2.933,-0.978,0.35,1.446,179.08,0,0.587,60,0,0,0,1,-138.625,-2.542,-120.795,-15.288,0,0,0,0,0,0,6.133,-3.911,-0.978
5076,2021-02-13 21:15:00,0.0,0.0,143.514,0.0,5941,-2.477,28.26,0.455,622.578,-2.987,-0.996,0.35,1.438,178.598,0,0.587,60,0,0,0,1,-126.45,-2.589,-121.277,-2.584,0,0,0,0,0,0,6.133,-3.983,-0.996
5077,2021-02-13 21:30:00,0.0,0.0,140.712,0.0,5942,-2.62,29.33,0.727,622.615,-2.703,-0.901,0.35,1.477,178.911,0,0.589,60,0,0,0,1,-127.673,-2.343,-120.964,-4.367,0,0,0,0,0,0,6.133,-3.604,-0.901
5078,2021-02-13 21:45:00,0.0,0.0,137.832,0.0,5943,-2.781,29.9,0.691,622.651,-2.528,-0.842,0.35,1.488,178.686,0,0.59,60,0,0,0,1,-127.785,-2.19,-121.189,-4.406,0,0,0,0,0,0,6.133,-3.37,-0.842
5079,2021-02-13 22:00:00,0.0,0.0,134.89,0.0,5944,-2.985,29.42,1.153,622.688,-2.618,-0.872,0.35,1.442,177.369,0,0.587,60,0,0,0,1,-132.666,-2.269,-122.506,-7.891,0,0,0,0,0,0,6.133,-3.49,-0.872
5080,2021-02-13 22:15:00,0.0,0.0,131.9,0.0,5945,-3.011,29.73,1.06,622.636,-2.588,-0.862,0.35,1.454,177.519,0,0.588,60,0,0,0,1,-131.915,-2.242,-122.355,-7.318,0,0,0,0,0,0,6.133,-3.45,-0.862
5081,2021-02-13 22:30:00,0.0,0.0,128.874,0.0,5946,-3.063,30.12,0.669,622.584,-2.536,-0.846,0.35,1.468,177.62,0,0.589,60,0,0,0,1,-129.151,-2.198,-122.255,-4.698,0,0,0,0,0,0,6.133,-3.382,-0.846
5082,2021-02-13 22:45:00,0.0,0.0,125.819,0.0,5947,-3.333,29.29,0.835,622.533,-2.74,-0.914,0.35,1.399,175.723,0,0.585,60,0,0,0,1,-132.906,-2.375,-124.151,-6.38,0,0,0,0,0,0,6.133,-3.654,-0.914
5083,2021-02-13 23:00:00,0.0,0.0,122.744,0.0,5948,-3.468,31.66,1.281,622.481,-2.437,-0.812,0.35,1.497,177.089,0,0.59,60,0,0,0,1,-135.08,-2.112,-122.786,-10.183,0,0,0,0,0,0,6.133,-3.249,-0.812
5084,2021-02-13 23:15:00,0.0,0.0,119.655,0.0,5949,-3.452,28.99,1.189,622.482,-2.522,-0.841,0.35,1.372,174.944,0,0.583,60,0,0,0,1,-136.524,-2.186,-124.931,-9.408,0,0,0,0,0,0,6.133,-3.363,-0.841
5085,2021-02-13 23:30:00,0.0,0.0,116.557,0.0,5950,-3.556,30.03,1.037,622.484,-2.474,-0.825,0.35,1.41,175.37,0,0.585,60,0,0,0,1,-135.101,-2.144,-124.504,-8.452,0,0,0,0,0,0,6.133,-3.299,-0.825
5086,2021-02-13 23:45:00,0.0,0.0,113.455,0.0,5951,-3.537,29.51,1.417,622.485,-2.368,-0.789,0.35,1.388,175.016,0,0.584,60,0,0,0,1,-138.398,-2.052,-124.858,-11.488,0,0,0,0,0,0,6.133,-3.157,-0.789
5087,2021-02-14 00:00:00,0.0,0.0,110.353,0.0,5952,-3.54,30.61,0.979,622.487,-2.072,-0.69,0.35,1.439,175.92,0,0.587,60,0,0,0,1,-133.693,-1.795,-123.954,-7.944,0,0,0,0,0,0,6.133,-2.762,-0.69
5088,2021-02-14 00:15:00,0.0,0.0,107.255,0.0,5953,-3.718,30.36,0.424,622.459,-2.06,-0.687,0.35,1.408,174.933,0,0.585,60,0,0,0,1,-130.34,-1.786,-124.941,-3.613,0,0,0,0,0,0,6.133,-2.747,-0.687
5089,2021-02-14 00:30:00,0.0,0.0,104.165,0.0,5954,-4.146,31.33,0.257,622.432,-2.417,-0.806,0.35,1.407,173.845,0,0.585,60,0,0,0,1,-130.566,-2.095,-126.029,-2.442,0,0,0,0,0,0,6.133,-3.223,-0.806
5090,2021-02-14 00:45:00,0.0,0.0,101.087,0.0,5955,-4.519,31.86,1.016,622.405,-2.327,-0.776,0.35,1.391,172.636,0,0.585,60,0,0,0,1,-139.778,-2.017,-127.238,-10.523,0,0,0,0,0,0,6.133,-3.103,-0.776
5091,2021-02-14 01:00:00,0.0,0.0,98.025,0.0,5956,-4.59,31.5,0.849,622.378,-2.34,-0.78,0.35,1.368,172.048,0,0.583,60,0,0,0,1,-138.785,-2.028,-127.826,-8.931,0,0,0,0,0,0,6.133,-3.12,-0.78
5092,2021-02-14 01:15:00,0.0,0.0,94.983,0.0,5957,-4.451,31.17,1.005,622.335,-2.332,-0.778,0.35,1.368,172.392,0,0.583,60,0,0,0,1,-139.755,-2.022,-127.483,-10.251,0,0,0,0,0,0,6.133,-3.11,-0.778
5093,2021-02-14 01:30:00,0.0,0.0,91.964,0.0,5958,-4.512,32.28,0.27,622.293,-2.444,-0.815,0.35,1.411,172.99,0,0.586,60,0,0,0,1,-131.795,-2.118,-126.885,-2.792,0,0,0,0,0,0,6.133,-3.259,-0.815
5094,2021-02-14 01:45:00,6.344,0.41,88.973,0.018,5959,-4.488,31.71,1.418,622.25,-2.593,-0.864,0.35,1.388,172.654,0,0.584,60,0,0,0,1,-144.049,-2.247,-127.22,-14.582,0,0,0,0,0,0,6.133,-3.457,-0.864
5095,2021-02-14 02:00:00,40.398,2.611,86.015,0.07,5960,-4.514,32.04,1.038,622.208,-2.446,-0.815,0.35,1.4,172.797,0,0.585,60,0,0,0,1,-139.933,-2.12,-127.078,-10.735,0,0,0,0,0,0,6.133,-3.261,-0.815
5096,2021-02-14 02:15:00,89.643,5.793,83.094,0.121,5961,-4.657,32.64,1.753,622.18,-2.452,-0.818,0.35,1.411,172.633,0,0.586,60,0,0,0,1,-148.07,-2.126,-127.242,-18.703,0,0,0,0,0,0,6.133,-3.27,-0.818
5097,2021-02-14 02:30:00,143.763,9.291,80.217,0.171,5962,-4.854,35.23,0.473,622.151,-2.566,-0.855,0.35,1.5,173.662,0,0.591,60,0,0,0,1,-133.696,-2.224,-126.212,-5.26,0,0,0,0,0,0,6.133,-3.421,-0.855
5098,2021-02-14 02:45:00,198.981,12.859,77.389,0.22,5963,-5.489,35.52,0.161,622.123,-2.364,-0.788,0.35,1.441,171.099,0,0.588,60,0,0,0,1,-132.848,-2.049,-128.775,-2.024,0,0,0,0,0,0,6.133,-3.152,-0.788
5099,2021-02-14 03:00:00,253.719,16.397,74.616,0.268,5964,-5.314,34.5,1.285,622.094,-2.112,-0.704,0.35,1.419,171.144,0,0.587,60,0,0,0,1,-146.203,-1.83,-128.73,-15.642,0,0,0,0,0,0,6.133,-2.816,-0.704
5100,2021-02-14 03:15:00,307.154,19.85,71.908,0.316,5965,-5.279,35.06,2.417,622.033,-1.976,-0.659,0.35,1.445,171.69,0,0.588,60,0,0,0,1,-159.122,-1.713,-128.184,-29.225,0,0,0,0,0,0,6.133,-2.635,-0.659
5101,2021-02-14 03:30:00,358.763,23.186,69.271,0.362,5966,-5.3,35.23,2.548,621.971,-1.926,-0.642,0.35,1.45,171.718,0,0.588,60,0,0,0,1,-160.754,-1.669,-128.157,-30.928,0,0,0,0,0,0,6.133,-2.568,-0.642
5102,2021-02-14 03:45:00,408.166,26.378,66.716,0.406,5967,-5.37,35.59,2.934,621.909,-2.092,-0.697,0.35,1.457,171.663,0,0.589,60,0,0,0,1,-166.105,-1.813,-128.211,-36.081,0,0,0,0,0,0,6.133,-2.789,-0.697
5103,2021-02-14 04:00:00,455.055,29.409,64.253,0.449,5968,-5.593,36.24,1.839,621.847,-2.528,-0.842,0.35,1.459,171.139,0,0.589,60,0,0,0,1,-154.477,-2.19,-128.735,-23.552,0,0,0,0,0,0,6.133,-3.37,-0.842
5104,2021-02-14 04:15:00,499.171,32.26,61.894,0.491,5969,-5.77,36.03,2.297,621.89,-2.424,-0.808,0.35,1.431,170.232,0,0.587,60,0,0,0,1,-162.093,-2.101,-129.642,-30.35,0,0,0,0,0,0,6.133,-3.232,-0.808
5105,2021-02-14 04:30:00,540.286,34.917,59.651,0.53,5970,-5.971,37.27,0.546,621.934,-2.32,-0.773,0.35,1.457,170.187,0,0.589,60,0,0,0,1,-139.164,-2.01,-129.687,-7.466,0,0,0,0,0,0,6.133,-3.093,-0.773
5106,2021-02-14 04:45:00,578.195,37.367,57.54,0.567,5971,-5.991,36.19,1.352,621.978,-1.96,-0.653,0.35,1.413,169.388,0,0.586,60,0,0,0,1,-150.736,-1.698,-130.487,-18.551,0,0,0,0,0,0,6.133,-2.613,-0.653
5107,2021-02-14 05:00:00,612.719,39.598,55.575,0.601,5972,-5.986,37.22,1.179,622.022,-1.862,-0.62,0.35,1.454,170.09,0,0.589,60,0,0,0,1,-147.563,-1.613,-129.785,-16.165,0,0,0,0,0,0,6.133,-2.482,-0.62
5108,2021-02-14 05:15:00,643.696,41.6,53.773,0.632,5973,-6.099,36.99,1.877,622.038,-1.823,-0.608,0.35,1.432,169.453,0,0.588,60,0,0,0,1,-158.223,-1.58,-130.422,-26.221,0,0,0,0,0,0,6.133,-2.431,-0.608
5109,2021-02-14 05:30:00,670.983,43.363,52.151,0.661,5974,-6.165,37.17,1.371,622.055,-1.927,-0.642,0.35,1.432,169.286,0,0.588,60,0,0,0,1,-151.619,-1.67,-130.588,-19.36,0,0,0,0,0,0,6.133,-2.569,-0.642
5110,2021-02-14 05:45:00,694.457,44.88,50.728,0.685,5975,-6.348,39.54,1.293,622.072,-2.498,-0.832,0.35,1.502,169.995,0,0.592,60,0,0,0,1,-150.845,-2.165,-129.88,-18.801,0,0,0,0,0,0,6.133,-3.33,-0.832
5111,2021-02-14 06:00:00,714.01,46.144,49.521,0.706,5976,-6.676,37.68,0.676,622.088,-2.315,-0.772,0.35,1.396,167.425,0,0.586,60,0,0,0,1,-144.794,-2.007,-132.449,-10.338,0,0,0,0,0,0,6.133,-3.087,-0.772
5112,2021-02-14 06:15:00,729.555,47.149,48.546,0.724,5977,-6.487,38.13,1.117,622.156,-2.044,-0.681,0.35,1.433,168.518,0,0.588,60,0,0,0,1,-149.727,-1.771,-131.356,-16.6,0,0,0,0,0,0,6.133,-2.725,-0.681
5113,2021-02-14 06:30:00,741.023,47.89,47.817,0.736,5978,-6.669,36.34,1.957,622.224,-2.54,-0.846,0.35,1.347,166.591,0,0.583,60,0,0,0,1,-165.387,-2.201,-133.284,-29.903,0,0,0,0,0,0,6.133,-3.386,-0.846
5114,2021-02-14 06:45:00,748.363,48.364,47.346,0.744,5979,-6.604,37.19,2.404,622.292,-2.27,-0.756,0.35,1.385,167.419,0,0.585,60,0,0,0,1,-170.801,-1.967,-132.455,-36.379,0,0,0,0,0,0,6.133,-3.026,-0.756
5115,2021-02-14 07:00:00,751.541,48.57,47.141,0.748,5980,-6.669,35.89,1.665,622.36,-1.795,-0.598,0.35,1.33,166.295,0,0.582,60,0,0,0,1,-160.582,-1.555,-133.58,-25.447,0,0,0,0,0,0,6.133,-2.393,-0.598
5116,2021-02-14 07:15:00,750.545,48.505,47.206,0.747,5981,-6.86,39.25,1.456,622.478,1.037,0.346,0.35,1.434,167.616,0,0.588,60,0,0,0,1,-154.254,0.899,-132.258,-22.894,0,0,0,0,0,0,6.133,1.383,0.346
5117,2021-02-14 07:30:00,745.377,48.171,47.538,0.741,5982,-7.336,38.69,1.391,622.596,10.582,3.528,0.35,1.362,165.251,0,0.584,60,0,0,0,1,-148.846,9.172,-134.624,-23.394,0,0,0,0,0,0,6.133,14.11,3.528
5118,2021-02-14 07:45:00,736.063,47.569,48.134,0.731,5983,-7.369,40.07,0.66,622.715,26.408,8.802,0.35,1.407,165.94,0,0.586,60,0,0,0,1,-122.2,22.886,-133.935,-11.152,0,0,0,0,0,0,6.133,35.21,8.802
5119,2021-02-14 08:00:00,722.642,46.702,48.982,0.716,5984,-7.58,41.01,0.277,622.833,46.898,15.632,0.35,1.417,165.594,0,0.587,60,0,0,0,1,-98.452,40.644,-134.281,-4.815,0,0,0,0,0,0,6.133,62.53,15.632
5120,2021-02-14 08:15:00,705.175,45.573,50.07,0.697,5985,-7.169,39.22,0.565,622.969,74.925,24.975,0.35,1.399,166.281,0,0.586,60,0,0,0,1,-77.95,64.935,-133.594,-9.292,0,0,0,0,0,0,6.133,99.9,24.975
5121,2021-02-14 08:30:00,683.741,44.188,51.383,0.674,5986,-6.571,38.48,0.988,623.105,82.65,27.55,0.35,1.437,168.378,0,0.588,60,0,0,0,1,-74.762,71.63,-131.496,-14.896,0,0,0,0,0,0,6.133,110.2,27.55
5122,2021-02-14 08:45:00,658.435,42.552,52.903,0.647,5987,-6.66,38.89,2.233,623.242,88.8,29.6,0.35,1.442,168.251,0,0.588,60,0,0,0,1,-88.793,76.96,-131.623,-34.13,0,0,0,0,0,0,6.133,118.4,29.6
5123,2021-02-14 09:00:00,629.373,40.674,54.612,0.618,5988,-5.892,37.44,0.912,623.378,115.275,38.425,0.35,1.473,170.64,0,0.59,60,0,0,0,1,-41.664,99.905,-129.235,-12.335,0,0,0,0,0,0,6.133,153.7,38.425
5124,2021-02-14 09:15:00,596.689,38.562,56.494,0.585,5989,-6.372,38.96,1.21,623.436,186.675,62.225,0.35,1.477,169.533,0,0.59,0,0,0,0,1,13.744,161.785,-130.342,-17.7,0,0,0,0,0,0,6.133,248.9,62.225
5125,2021-02-14 09:30:00,560.532,36.225,58.531,0.549,5990,-5.777,36.99,1.122,623.494,238.8,79.6,0.35,1.468,170.843,0,0.59,0,0,0,0,1,63.047,206.96,-129.032,-14.881,0,0,0,0,0,0,6.133,318.4,79.6
5126,2021-02-14 09:45:00,521.076,33.675,60.707,0.511,5991,-5.086,35.73,0.773,623.552,301.35,100.45,0.35,1.495,172.997,0,0.591,0,0,0,0,1,125.265,261.17,-126.878,-9.027,0,0,0,0,0,0,6.133,401.8,100.45
5127,2021-02-14 10:00:00,478.51,30.924,63.006,0.471,5992,-4.732,36.31,1.966,623.61,371.55,123.85,0.35,1.56,174.95,0,0.594,0,0,0,0,1,175.723,322.01,-124.925,-21.363,0,0,0,0,0,0,6.133,495.4,123.85
5128,2021-02-14 10:15:00,433.048,27.986,65.417,0.429,5993,-5.415,38.85,2.906,623.61,245.7,81.9,0.35,1.585,173.629,0,0.596,0,0,0,0,1,50.56,212.94,-126.246,-36.134,0,0,0,0,0,0,6.133,327.6,81.9
5129,2021-02-14 10:30:00,384.935,24.877,67.925,0.385,5994,-5.34,37.08,2.314,623.61,349.8,116.6,0.35,1.522,172.803,0,0.592,0,0,0,0,1,147.714,303.16,-127.071,-28.375,0,0,0,0,0,0,6.133,466.4,116.6
5130,2021-02-14 10:45:00,334.449,21.614,70.519,0.34,5995,-4.767,37.41,2.283,623.611,442.125,147.375,0.35,1.603,175.543,0,0.597,0,0,0,0,1,233.852,383.175,-124.332,-24.991,0,0,0,0,0,0,6.133,589.5,147.375
5131,2021-02-14 11:00:00,281.928,18.22,73.191,0.293,5996,-4.642,34.86,2.509,623.611,485.325,161.775,0.35,1.508,174.329,0,0.591,0,0,0,0,1,268.325,420.615,-125.545,-26.744,0,0,0,0,0,0,6.133,647.1,161.775
