,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,ghi,dif
152,2021-02-01 14:00:00,0.0,0.0,110.97,0.0,4760,-4.725,25.42,3.709,622.79,464.1,154.7,0.35,1.093,166.291,0,0.565,0,0,618.8,154.7
153,2021-02-01 14:15:00,0.0,0.0,114.054,0.0,4761,-4.579,22.84,5.687,622.772,494.625,164.875,0.35,0.993,164.371,0,0.557,0,0,659.5,164.875
154,2021-02-01 14:30:00,0.0,0.0,117.146,0.0,4762,-4.367,22.57,4.265,622.753,521.325,173.775,0.35,0.997,164.97,0,0.557,0,0,695.1,173.775
155,2021-02-01 14:45:00,0.0,0.0,120.244,0.0,4763,-4.02,21.19,3.42,622.734,529.275,176.425,0.35,0.961,164.92,0,0.554,0,0,705.7,176.425
156,2021-02-01 15:00:00,0.0,0.0,123.343,0.0,4764,-4.034,22.05,2.796,622.715,402.225,134.075,0.35,0.999,165.802,0,0.557,0,0,536.3,134.075
157,2021-02-01 15:15:00,0.0,0.0,126.439,0.0,4765,-4.086,19.01,4.701,622.715,422.475,140.825,0.35,0.858,162.114,0,0.545,0,0,563.3,140.825
158,2021-02-01 15:30:00,0.0,0.0,129.527,0.0,4766,-4.132,18.09,3.428,622.714,352.425,117.475,0.35,0.814,160.783,0,0.541,0,0,469.9,117.475
159,2021-02-01 15:45:00,0.0,0.0,132.601,0.0,4767,-4.004,16.92,2.241,622.714,301.95,100.65,0.35,0.768,159.767,0,0.537,0,0,402.6,100.65
160,2021-02-01 16:00:00,0.0,0.0,135.655,0.0,4768,-4.262,17.66,3.157,622.714,267.075,89.025,0.35,0.786,159.709,0,0.539,0,0,356.1,89.025
161,2021-02-01 16:15:00,0.0,0.0,138.68,0.0,4769,-4.254,18.13,2.254,622.6,214.65,71.55,0.35,0.808,160.342,0,0.541,0,0,286.2,71.55
162,2021-02-01 16:30:00,0.0,0.0,141.666,0.0,4770,-4.306,18.64,3.546,622.486,199.725,66.575,0.35,0.827,160.768,0,0.543,0,0,266.3,66.575
163,2021-02-01 16:45:00,0.0,0.0,144.6,0.0,4771,-4.01,18.61,2.071,622.373,186.6,62.2,0.35,0.845,161.93,0,0.544,0,0,248.8,62.2
164,2021-02-01 17:00:00,0.0,0.0,147.465,0.0,4772,-4.505,20.56,3.436,622.259,141.825,47.275,0.35,0.899,162.222,0,0.549,0,0,189.1,47.275
165,2021-02-01 17:15:00,0.0,0.0,150.236,0.0,4773,-4.688,19.16,4.432,622.38,24.855,8.285,0.35,0.826,159.858,0,0.543,60,0,33.14,8.285
166,2021-02-01 17:30:00,0.0,0.0,152.884,0.0,4774,-4.882,24.17,3.715,622.5,12.96,4.32,0.35,1.027,164.446,0,0.56,60,0,17.28,4.32
167,2021-02-01 17:45:00,0.0,0.0,155.365,0.0,4775,-5.042,25.79,2.783,622.62,5.798,1.933,0.35,1.083,165.308,0,0.564,60,0,7.731,1.933
168,2021-02-01 18:00:00,0.0,0.0,157.621,0.0,4776,-5.172,26.29,2.423,622.741,-0.239,-0.08,0.35,1.093,165.219,0,0.565,60,0,-0.319,-0.08
169,2021-02-01 18:15:00,0.0,0.0,159.575,0.0,4777,-5.404,26.36,1.535,622.833,-2.649,-0.883,0.35,1.076,164.315,0,0.564,60,0,-3.532,-0.883
170,2021-02-01 18:30:00,0.0,0.0,161.131,0.0,4778,-5.472,26.96,2.08,622.925,-3.376,-1.125,0.35,1.095,164.561,0,0.565,60,0,-4.501,-1.125
171,2021-02-01 18:45:00,0.0,0.0,162.183,0.0,4779,-5.895,25.19,1.931,623.017,-3.174,-1.058,0.35,0.991,161.235,0,0.557,60,0,-4.232,-1.058
172,2021-02-01 19:00:00,0.0,0.0,162.638,0.0,4780,-6.595,24.04,4.347,623.109,-2.785,-0.928,0.35,0.896,157.338,0,0.55,60,0,-3.713,-0.928
173,2021-02-01 19:15:00,0.0,0.0,162.45,0.0,4781,-6.668,22.79,4.767,623.168,-2.725,-0.908,0.35,0.845,155.852,0,0.545,60,0,-3.633,-0.908
174,2021-02-01 19:30:00,0.0,0.0,161.637,0.0,4782,-7.018,21.08,3.626,623.226,-2.353,-0.784,0.35,0.761,152.756,0,0.537,60,0,-3.137,-0.784
175,2021-02-01 19:45:00,0.0,0.0,160.279,0.0,4783,-7.016,19.54,3.685,623.285,-2.616,-0.872,0.35,0.705,151.117,0,0.531,60,0,-3.488,-0.872
176,2021-02-01 20:00:00,0.0,0.0,158.478,0.0,4784,-6.996,19.01,3.973,623.344,-2.641,-0.88,0.35,0.687,150.601,0,0.529,60,0,-3.521,-0.88
177,2021-02-01 20:15:00,0.0,0.0,156.338,0.0,4785,-7.297,20.4,4.115,623.441,-2.721,-0.907,0.35,0.72,150.962,0,0.533,60,0,-3.628,-0.907
178,2021-02-01 20:30:00,0.0,0.0,153.942,0.0,4786,-7.456,20.91,3.952,623.538,-2.926,-0.976,0.35,0.729,150.88,0,0.534,60,0,-3.902,-0.976
179,2021-02-01 20:45:00,0.0,0.0,151.357,0.0,4787,-7.493,20.66,4.039,623.634,-2.993,-0.998,0.35,0.718,150.478,0,0.533,60,0,-3.991,-0.998
180,2021-02-01 21:00:00,0.0,0.0,148.632,0.0,4788,-7.707,21.67,5.289,623.731,-2.989,-0.996,0.35,0.741,150.68,0,0.535,60,0,-3.985,-0.996
181,2021-02-01 21:15:00,0.0,0.0,145.801,0.0,4789,-7.9,22.4,4.898,623.738,-2.498,-0.832,0.35,0.755,150.647,0,0.537,60,0,-3.33,-0.832
182,2021-02-01 21:30:00,0.0,0.0,142.892,0.0,4790,-7.97,22.55,5.375,623.745,-2.51,-0.837,0.35,0.756,150.52,0,0.537,60,0,-3.347,-0.837
183,2021-02-01 21:45:00,0.0,0.0,139.924,0.0,4791,-8.2,23.97,4.835,623.751,-2.245,-0.748,0.35,0.789,150.944,0,0.54,60,0,-2.993,-0.748
184,2021-02-01 22:00:00,0.0,0.0,136.912,0.0,4792,-8.27,24.08,3.794,623.758,-2.398,-0.799,0.35,0.788,150.771,0,0.54,60,0,-3.197,-0.799
185,2021-02-01 22:15:00,0.0,0.0,133.867,0.0,4793,-8.24,24.1,3.798,623.787,-2.562,-0.854,0.35,0.791,150.905,0,0.54,60,0,-3.416,-0.854
186,2021-02-01 22:30:00,0.0,0.0,130.799,0.0,4794,-8.32,24.18,4.093,623.817,-2.722,-0.907,0.35,0.788,150.666,0,0.54,60,0,-3.629,-0.907
187,2021-02-01 22:45:00,0.0,0.0,127.713,0.0,4795,-8.38,25.58,3.107,623.846,-2.553,-0.851,0.35,0.83,151.648,0,0.544,60,0,-3.404,-0.851
188,2021-02-01 23:00:00,0.0,0.0,124.618,0.0,4796,-8.47,25.71,2.462,623.876,-2.392,-0.798,0.35,0.829,151.407,0,0.544,60,0,-3.19,-0.798
189,2021-02-01 23:15:00,0.0,0.0,121.517,0.0,4797,-8.37,25.87,2.508,623.872,-2.405,-0.802,0.35,0.84,151.932,0,0.545,60,0,-3.207,-0.802
190,2021-02-01 23:30:00,0.0,0.0,118.415,0.0,4798,-8.61,25.99,2.447,623.868,-1.942,-0.648,0.35,0.828,151.096,0,0.544,60,0,-2.59,-0.648
191,2021-02-01 23:45:00,0.0,0.0,115.316,0.0,4799,-8.87,26.56,3.134,623.864,-2.126,-0.708,0.35,0.83,150.551,0,0.544,60,0,-2.834,-0.708
192,2021-02-02 00:00:00,0.0,0.0,112.225,0.0,4800,-8.99,27.58,2.989,623.86,-2.326,-0.775,0.35,0.853,150.896,0,0.547,60,0,-3.101,-0.775
193,2021-02-02 00:15:00,0.0,0.0,109.144,0.0,4801,-9.02,28.59,2.738,623.863,-2.84,-0.947,0.35,0.882,151.556,0,0.549,60,0,-3.787,-0.947
194,2021-02-02 00:30:00,0.0,0.0,106.077,0.0,4802,-9.06,29.15,2.728,623.866,-2.64,-0.88,0.35,0.897,151.819,0,0.55,60,0,-3.52,-0.88
195,2021-02-02 00:45:00,0.0,0.0,103.029,0.0,4803,-9.13,29.53,2.887,623.868,-2.665,-0.888,0.35,0.904,151.825,0,0.551,60,0,-3.553,-0.888
196,2021-02-02 01:00:00,0.0,0.0,100.001,0.0,4804,-9.12,29.78,2.791,623.871,-2.698,-0.899,0.35,0.912,152.048,0,0.552,60,0,-3.597,-0.899
197,2021-02-02 01:15:00,0.0,0.0,96.999,0.0,4805,-9.29,31.51,2.788,623.787,-2.716,-0.906,0.35,0.952,152.607,0,0.555,60,0,-3.622,-0.906
198,2021-02-02 01:30:00,0.0,0.0,94.026,0.0,4806,-9.28,31.05,2.663,623.702,-2.662,-0.887,0.35,0.939,152.326,0,0.554,60,0,-3.549,-0.887
199,2021-02-02 01:45:00,0.0,0.0,91.086,0.0,4807,-9.34,32.18,2.574,623.618,-2.483,-0.828,0.35,0.969,152.868,0,0.557,60,0,-3.311,-0.828
200,2021-02-02 02:00:00,12.975,0.838,88.184,0.032,4808,-9.36,32.37,2.697,623.533,-2.539,-0.846,0.35,0.973,152.917,0,0.557,60,0,-3.385,-0.846
201,2021-02-02 02:15:00,51.402,3.322,85.325,0.082,4809,-9.75,34.11,2.79,623.482,-2.504,-0.835,0.35,0.994,152.516,0,0.559,60,0,-3.339,-0.835
202,2021-02-02 02:30:00,100.719,6.509,82.515,0.131,4810,-9.94,34.41,2.85,623.432,-2.455,-0.818,0.35,0.988,151.955,0,0.558,60,0,-3.273,-0.818
203,2021-02-02 02:45:00,153.299,9.907,79.759,0.179,4811,-9.96,34.41,2.511,623.381,-2.369,-0.79,0.35,0.986,151.876,0,0.558,60,0,-3.159,-0.79
204,2021-02-02 03:00:00,206.272,13.331,77.065,0.226,4812,-10.09,35.28,3.014,623.331,-2.267,-0.756,0.35,1.001,151.905,0,0.559,60,0,-3.023,-0.756
205,2021-02-02 03:15:00,258.353,16.696,74.439,0.272,4813,-9.92,35.31,1.725,623.274,-2.182,-0.728,0.35,1.015,152.596,0,0.561,60,0,-2.91,-0.728
206,2021-02-02 03:30:00,308.833,19.959,71.891,0.316,4814,-10.03,36.15,2.15,623.218,-2.311,-0.77,0.35,1.03,152.673,0,0.562,60,0,-3.081,-0.77
207,2021-02-02 03:45:00,357.247,23.088,69.428,0.359,4815,-10.24,34.79,2.689,623.162,-2.331,-0.777,0.35,0.975,151.011,0,0.557,60,0,-3.108,-0.777
208,2021-02-02 04:00:00,403.246,26.06,67.063,0.4,4816,-10.35,35.77,2.38,623.106,-2.411,-0.804,0.35,0.994,151.178,0,0.559,60,0,-3.215,-0.804
209,2021-02-02 04:15:00,446.548,28.859,64.804,0.44,4817,-10.36,34.88,2.744,623.052,-2.322,-0.774,0.35,0.968,150.596,0,0.557,60,0,-3.096,-0.774
210,2021-02-02 04:30:00,486.915,31.468,62.666,0.477,4818,-10.14,35.36,1.961,622.998,-2.306,-0.769,0.35,0.999,151.757,0,0.559,60,0,-3.075,-0.769
211,2021-02-02 04:45:00,524.136,33.873,60.66,0.512,4819,-10.41,36.21,1.872,622.945,-1.977,-0.659,0.35,1.001,151.206,0,0.56,60,0,-2.636,-0.659
212,2021-02-02 05:00:00,558.029,36.063,58.801,0.545,4820,-10.57,37.91,1.01,622.891,-2.206,-0.735,0.35,1.035,151.567,0,0.562,60,0,-2.941,-0.735
213,2021-02-02 05:15:00,588.429,38.028,57.103,0.574,4821,-10.9,38.15,2.676,622.898,-2.04,-0.68,0.35,1.014,150.402,0,0.561,60,0,-2.72,-0.68
214,2021-02-02 05:30:00,615.195,39.758,55.583,0.601,4822,-10.79,36.37,1.981,622.906,-2.23,-0.744,0.35,0.976,149.809,0,0.558,60,0,-2.974,-0.744
215,2021-02-02 05:45:00,638.202,41.245,54.254,0.624,4823,-10.85,37.7,1.527,622.913,-2.337,-0.779,0.35,1.007,150.344,0,0.56,60,0,-3.116,-0.779
216,2021-02-02 06:00:00,657.346,42.482,53.132,0.643,4824,-10.96,39.25,3.179,622.92,-2.263,-0.754,0.35,1.039,150.778,0,0.563,60,0,-3.017,-0.754
217,2021-02-02 06:15:00,672.538,43.464,52.229,0.659,4825,-11.18,38.18,3.391,622.96,-2.039,-0.68,0.35,0.993,149.322,0,0.559,60,0,-2.719,-0.68
218,2021-02-02 06:30:00,683.711,44.186,51.559,0.671,4826,-11.18,38.31,3.264,623.0,-2.052,-0.684,0.35,0.996,149.394,0,0.559,60,0,-2.736,-0.684
219,2021-02-02 06:45:00,690.813,44.645,51.129,0.678,4827,-11.16,38.38,3.251,623.04,-1.984,-0.661,0.35,1.0,149.512,0,0.56,60,0,-2.645,-0.661
220,2021-02-02 07:00:00,693.814,44.839,50.947,0.682,4828,-11.21,38.1,3.049,623.08,-1.95,-0.65,0.35,0.988,149.16,0,0.559,60,0,-2.6,-0.65
221,2021-02-02 07:15:00,692.7,44.767,51.015,0.68,4829,-11.17,38.89,2.665,623.144,-0.973,-0.324,0.35,1.012,149.755,0,0.561,60,0,-1.297,-0.324
222,2021-02-02 07:30:00,687.475,44.429,51.331,0.675,4830,-11.34,40.35,1.712,623.209,2.77,0.924,0.35,1.036,149.877,0,0.563,60,0,3.694,0.924
223,2021-02-02 07:45:00,678.164,43.827,51.892,0.665,4831,-11.65,40.06,2.058,623.273,10.35,3.45,0.35,1.003,148.51,0,0.56,60,0,13.8,3.45
224,2021-02-02 08:00:00,664.807,42.964,52.689,0.651,4832,-11.83,38.84,3.01,623.337,58.185,19.395,0.35,0.959,147.158,0,0.557,60,0,77.58,19.395
225,2021-02-02 08:15:00,647.466,41.844,53.712,0.633,4833,-11.61,38.91,1.701,623.41,99.975,33.325,0.35,0.977,148.049,0,0.558,60,0,133.3,33.325
226,2021-02-02 08:30:00,626.219,40.47,54.948,0.612,4834,-11.58,40.59,0.612,623.483,133.875,44.625,0.35,1.022,149.063,0,0.562,0,0,178.5,44.625
227,2021-02-02 08:45:00,601.163,38.851,56.382,0.587,4835,-11.01,39.94,0.354,623.556,168.45,56.15,0.35,1.053,150.956,0,0.564,0,0,224.6,56.15
228,2021-02-02 09:00:00,572.414,36.993,58.0,0.559,4836,-10.28,38.45,0.182,623.629,204.675,68.225,0.35,1.074,153.025,0,0.565,0,0,272.9,68.225
229,2021-02-02 09:15:00,540.105,34.905,59.787,0.527,4837,-9.4,37.32,0.272,623.636,242.475,80.825,0.35,1.118,155.896,0,0.568,0,0,323.3,80.825
230,2021-02-02 09:30:00,504.39,32.597,61.727,0.493,4838,-9.22,38.41,0.737,623.643,280.95,93.65,0.35,1.167,157.27,0,0.572,0,0,374.6,93.65
231,2021-02-02 09:45:00,465.444,30.08,63.806,0.457,4839,-9.42,39.82,1.587,623.65,320.7,106.9,0.35,1.191,157.266,0,0.573,0,0,427.6,106.9
232,2021-02-02 10:00:00,423.463,27.367,66.011,0.419,4840,-9.45,39.43,1.758,623.657,352.275,117.425,0.35,1.177,156.923,0,0.572,0,0,469.7,117.425
233,2021-02-02 10:15:00,378.671,24.472,68.329,0.378,4841,-8.88,39.41,1.609,623.621,385.275,128.425,0.35,1.23,159.241,0,0.576,0,0,513.7,128.425
234,2021-02-02 10:30:00,331.33,21.413,70.748,0.336,4842,-8.8,39.09,2.023,623.586,416.325,138.775,0.35,1.228,159.385,0,0.576,0,0,555.1,138.775
235,2021-02-02 10:45:00,281.753,18.209,73.257,0.292,4843,-8.62,39.81,2.088,623.55,446.4,148.8,0.35,1.268,160.544,0,0.578,0,0,595.2,148.8
236,2021-02-02 11:00:00,230.342,14.886,75.848,0.247,4844,-8.28,38.8,2.096,623.514,472.35,157.45,0.35,1.269,161.363,0,0.578,0,0,629.8,157.45
237,2021-02-02 11:15:00,177.672,11.482,78.512,0.201,4845,-8.32,38.49,2.524,623.317,488.775,162.925,0.35,1.255,161.012,0,0.577,0,0,651.7,162.925
238,2021-02-02 11:30:00,124.696,8.059,81.24,0.153,4846,-8.05,36.67,2.126,623.12,517.5,172.5,0.35,1.221,161.015,0,0.575,0,0,690.0,172.5
239,2021-02-02 11:45:00,73.344,4.74,84.026,0.104,4847,-7.497,37.01,2.008,622.923,532.275,177.425,0.35,1.287,163.531,0,0.579,0,0,709.7,177.425
240,2021-02-02 12:00:00,28.43,1.837,86.862,0.055,4848,-7.09,34.66,1.712,622.726,547.5,182.5,0.35,1.244,163.701,0,0.576,0,0,730.0,182.5
241,2021-02-02 12:15:00,2.179,0.141,89.744,0.004,4849,-6.869,33.73,2.545,622.546,559.275,186.425,0.35,1.231,163.988,0,0.575,0,0,745.7,186.425
242,2021-02-02 12:30:00,0.0,0.0,92.667,0.0,4850,-6.235,32.8,2.356,622.367,554.775,184.925,0.35,1.257,165.993,0,0.577,0,0,739.7,184.925
243,2021-02-02 12:45:00,0.0,0.0,95.624,0.0,4851,-6.248,31.14,2.066,622.187,524.1,174.7,0.35,1.192,164.711,0,0.572,0,0,698.8,174.7
244,2021-02-02 13:00:00,0.0,0.0,98.613,0.0,4852,-6.044,30.7,2.442,622.007,460.35,153.45,0.35,1.194,165.231,0,0.572,0,0,613.8,153.45
245,2021-02-02 13:15:00,0.0,0.0,101.628,0.0,4853,-6.006,30.35,2.411,621.785,508.05,169.35,0.35,1.184,165.12,0,0.572,0,0,677.4,169.35
246,2021-02-02 13:30:00,0.0,0.0,104.666,0.0,4854,-5.517,29.32,2.826,621.563,585.3,195.1,0.35,1.187,166.356,0,0.572,0,0,780.4,195.1
247,2021-02-02 13:45:00,0.0,0.0,107.724,0.0,4855,-4.941,26.22,1.942,621.342,554.925,184.975,0.35,1.109,166.122,0,0.566,0,0,739.9,184.975
248,2021-02-02 14:00:00,0.0,0.0,110.797,0.0,4856,-4.725,24.04,2.317,621.12,534.225,178.075,0.35,1.034,164.97,0,0.56,0,0,712.3,178.075
249,2021-02-02 14:15:00,0.0,0.0,113.882,0.0,4857,-4.472,23.08,2.556,620.953,501.375,167.125,0.35,1.012,165.061,0,0.559,0,0,668.5,167.125
250,2021-02-02 14:30:00,0.0,0.0,116.975,0.0,4858,-4.341,19.51,3.865,620.786,486.0,162.0,0.35,0.864,161.677,0,0.546,0,0,648.0,162.0
251,2021-02-02 14:45:00,0.0,0.0,120.073,0.0,4859,-4.214,18.23,3.445,620.62,476.4,158.8,0.35,0.815,160.629,0,0.542,0,0,635.2,158.8
252,2021-02-02 15:00:00,0.0,0.0,123.172,0.0,4860,-3.703,17.04,2.476,620.453,394.65,131.55,0.35,0.791,161.14,0,0.539,0,0,526.2,131.55
253,2021-02-02 15:15:00,0.0,0.0,126.267,0.0,4861,-3.955,15.61,3.217,620.328,419.55,139.85,0.35,0.711,158.133,0,0.531,0,0,559.4,139.85
254,2021-02-02 15:30:00,0.0,0.0,129.353,0.0,4862,-4.101,16.55,4.256,620.203,355.65,118.55,0.35,0.746,158.876,0,0.535,0,0,474.2,118.55
255,2021-02-02 15:45:00,0.0,0.0,132.425,0.0,4863,-3.692,14.96,2.706,620.079,329.175,109.725,0.35,0.695,158.214,0,0.529,0,0,438.9,109.725
256,2021-02-02 16:00:00,0.0,0.0,135.476,0.0,4864,-4.033,15.19,3.646,619.954,301.8,100.6,0.35,0.688,157.21,0,0.529,0,0,402.4,100.6
257,2021-02-02 16:15:00,0.0,0.0,138.497,0.0,4865,-4.054,14.34,3.108,619.822,268.875,89.625,0.35,0.649,155.84,0,0.524,0,0,358.5,89.625
258,2021-02-02 16:30:00,0.0,0.0,141.478,0.0,4866,-3.948,15.01,2.68,619.691,229.05,76.35,0.35,0.684,157.277,0,0.528,0,0,305.4,76.35
259,2021-02-02 16:45:00,0.0,0.0,144.406,0.0,4867,-4.183,15.58,4.281,619.559,188.775,62.925,0.35,0.698,157.187,0,0.53,0,0,251.7,62.925
260,2021-02-02 17:00:00,0.0,0.0,147.263,0.0,4868,-4.427,15.68,4.512,619.428,147.45,49.15,0.35,0.69,156.369,0,0.529,0,0,196.6,49.15
261,2021-02-02 17:15:00,0.0,0.0,150.025,0.0,4869,-4.491,15.46,4.091,619.461,31.763,10.588,0.35,0.677,155.803,0,0.527,60,0,42.351,10.588
262,2021-02-02 17:30:00,0.0,0.0,152.661,0.0,4870,-4.443,15.47,3.536,619.494,17.318,5.772,0.35,0.68,156.005,0,0.528,60,0,23.09,5.772
263,2021-02-02 17:45:00,0.0,0.0,155.128,0.0,4871,-4.612,16.04,4.077,619.527,8.768,2.922,0.35,0.696,156.148,0,0.53,60,0,11.69,2.922
264,2021-02-02 18:00:00,0.0,0.0,157.369,0.0,4872,-4.787,16.91,2.679,619.56,-0.139,-0.046,0.35,0.724,156.639,0,0.533,60,0,-0.185,-0.046
265,2021-02-02 18:15:00,0.0,0.0,159.308,0.0,4873,-5.074,17.81,1.622,619.658,-2.398,-0.799,0.35,0.746,156.666,0,0.535,60,0,-3.197,-0.799
266,2021-02-02 18:30:00,0.0,0.0,160.85,0.0,4874,-5.196,17.86,1.358,619.756,-2.152,-0.718,0.35,0.741,156.246,0,0.535,60,0,-2.87,-0.718
267,2021-02-02 18:45:00,0.0,0.0,161.893,0.0,4875,-5.316,18.25,0.936,619.854,-2.249,-0.75,0.35,0.75,156.255,0,0.535,60,0,-2.999,-0.75
268,2021-02-02 19:00:00,0.0,0.0,162.346,0.0,4876,-5.491,18.41,1.881,619.952,-1.851,-0.617,0.35,0.747,155.759,0,0.535,60,0,-2.468,-0.617
269,2021-02-02 19:15:00,0.0,0.0,162.165,0.0,4877,-5.679,18.57,0.839,619.982,-1.997,-0.666,0.35,0.743,155.211,0,0.535,60,0,-2.663,-0.666
270,2021-02-02 19:30:00,0.0,0.0,161.369,0.0,4878,-5.876,19.23,0.618,620.013,-1.894,-0.631,0.35,0.757,155.21,0,0.536,60,0,-2.525,-0.631
271,2021-02-02 19:45:00,0.0,0.0,160.03,0.0,4879,-6.0,20.79,0.207,620.043,-1.996,-0.666,0.35,0.811,156.456,0,0.542,60,0,-2.662,-0.666
272,2021-02-02 20:00:00,0.0,0.0,158.25,0.0,4880,-5.905,20.79,1.449,620.073,-2.008,-0.669,0.35,0.817,156.834,0,0.542,60,0,-2.677,-0.669
273,2021-02-02 20:15:00,0.0,0.0,156.13,0.0,4881,-5.947,20.02,0.676,620.115,-1.664,-0.554,0.35,0.784,155.824,0,0.539,60,0,-2.218,-0.554
274,2021-02-02 20:30:00,0.0,0.0,153.751,0.0,4882,-6.256,23.47,0.238,620.157,-1.778,-0.593,0.35,0.898,158.158,0,0.55,60,0,-2.371,-0.593
275,2021-02-02 20:45:00,0.0,0.0,151.181,0.0,4883,-6.199,20.95,1.165,620.199,-1.801,-0.6,0.35,0.805,155.838,0,0.541,60,0,-2.401,-0.6
276,2021-02-02 21:00:00,0.0,0.0,148.468,0.0,4884,-6.275,23.53,1.156,620.241,-2.545,-0.848,0.35,0.899,158.139,0,0.55,60,0,-3.393,-0.848
277,2021-02-02 21:15:00,0.0,0.0,145.648,0.0,4885,-6.719,26.46,0.339,620.266,-1.948,-0.649,0.35,0.977,159.006,0,0.556,60,0,-2.597,-0.649
278,2021-02-02 21:30:00,0.0,0.0,142.747,0.0,4886,-6.659,22.46,0.724,620.292,-2.064,-0.688,0.35,0.833,155.564,0,0.544,60,0,-2.752,-0.688
279,2021-02-02 21:45:00,0.0,0.0,139.786,0.0,4887,-6.701,23.93,0.431,620.317,-2.644,-0.882,0.35,0.885,156.811,0,0.549,60,0,-3.526,-0.882
280,2021-02-02 22:00:00,0.0,0.0,136.779,0.0,4888,-6.868,25.62,0.98,620.343,-2.12,-0.706,0.35,0.935,157.674,0,0.553,60,0,-2.826,-0.706
281,2021-02-02 22:15:00,0.0,0.0,133.738,0.0,4889,-6.999,26.27,1.422,620.409,-1.536,-0.512,0.35,0.949,157.712,0,0.554,60,0,-2.048,-0.512
282,2021-02-02 22:30:00,0.0,0.0,130.672,0.0,4890,-7.05,26.66,1.296,620.474,-1.535,-0.512,0.35,0.96,157.838,0,0.555,60,0,-2.047,-0.512
283,2021-02-02 22:45:00,0.0,0.0,127.588,0.0,4891,-7.109,27.21,0.962,620.54,-1.824,-0.608,0.35,0.975,158.061,0,0.556,60,0,-2.432,-0.608
284,2021-02-02 23:00:00,0.0,0.0,124.494,0.0,4892,-7.387,31.64,1.338,620.605,-2.106,-0.702,0.35,1.109,160.36,0,0.567,60,0,-2.808,-0.702
285,2021-02-02 23:15:00,0.0,0.0,121.393,0.0,4893,-7.515,29.0,2.251,620.573,-1.94,-0.647,0.35,1.007,157.858,0,0.559,60,0,-2.587,-0.647
286,2021-02-02 23:30:00,0.0,0.0,118.291,0.0,4894,-7.277,31.72,2.059,620.54,-2.284,-0.762,0.35,1.122,160.87,0,0.568,60,0,-3.046,-0.762
287,2021-02-02 23:45:00,0.0,0.0,115.192,0.0,4895,-7.393,32.99,3.674,620.508,-2.599,-0.866,0.35,1.156,161.295,0,0.57,60,0,-3.465,-0.866
288,2021-02-03 00:00:00,0.0,0.0,112.099,0.0,4896,-7.444,36.29,2.234,620.475,-1.768,-0.59,0.35,1.267,163.294,0,0.578,60,0,-2.358,-0.59
289,2021-02-03 00:15:00,0.0,0.0,109.016,0.0,4897,-7.886,35.46,2.165,620.441,-2.0,-0.667,0.35,1.196,160.922,0,0.573,60,0,-2.667,-0.667
290,2021-02-03 00:30:00,0.0,0.0,105.948,0.0,4898,-8.01,36.8,1.151,620.407,-2.314,-0.772,0.35,1.229,161.262,0,0.575,60,0,-3.086,-0.772
291,2021-02-03 00:45:00,0.0,0.0,102.896,0.0,4899,-8.38,38.99,1.1,620.372,-2.212,-0.737,0.35,1.265,161.06,0,0.578,60,0,-2.949,-0.737
292,2021-02-03 01:00:00,0.0,0.0,99.865,0.0,4900,-8.39,39.67,0.753,620.338,-2.18,-0.726,0.35,1.286,161.417,0,0.579,60,0,-2.906,-0.726
293,2021-02-03 01:15:00,0.0,0.0,96.859,0.0,4901,-8.6,45.52,0.951,620.317,-1.999,-0.666,0.35,1.452,163.732,0,0.59,60,0,-2.665,-0.666
294,2021-02-03 01:30:00,0.0,0.0,93.882,0.0,4902,-8.37,44.29,1.371,620.296,-1.696,-0.566,0.35,1.439,164.062,0,0.589,60,0,-2.262,-0.566
295,2021-02-03 01:45:00,0.0,0.0,90.938,0.0,4903,-8.62,42.25,0.113,620.275,-1.871,-0.624,0.35,1.346,161.914,0,0.583,60,0,-2.495,-0.624
296,2021-02-03 02:00:00,14.497,0.937,88.031,0.034,4904,-8.88,40.11,0.66,620.254,-1.864,-0.621,0.35,1.252,159.642,0,0.577,60,0,-2.485,-0.621
297,2021-02-03 02:15:00,53.956,3.487,85.167,0.084,4905,-8.51,38.79,2.465,620.206,-1.972,-0.658,0.35,1.246,160.404,0,0.577,60,0,-2.63,-0.658
298,2021-02-03 02:30:00,103.732,6.704,82.351,0.133,4906,-8.58,38.79,2.743,620.157,-1.93,-0.644,0.35,1.239,160.115,0,0.576,60,0,-2.574,-0.644
299,2021-02-03 02:45:00,156.56,10.118,79.589,0.182,4907,-8.68,41.49,1.716,620.109,-1.921,-0.64,0.35,1.315,161.245,0,0.581,60,0,-2.561,-0.64
300,2021-02-03 03:00:00,209.699,13.552,76.888,0.229,4908,-9.07,41.79,0.474,620.06,-1.98,-0.66,0.35,1.285,159.795,0,0.579,60,0,-2.64,-0.66
301,2021-02-03 03:15:00,261.91,16.926,74.256,0.275,4909,-8.96,42.67,1.644,620.029,-1.5,-0.5,0.35,1.323,160.727,0,0.582,60,0,-2.0,-0.5
302,2021-02-03 03:30:00,312.502,20.196,71.7,0.319,4910,-8.73,44.26,2.884,619.998,-1.096,-0.365,0.35,1.398,162.531,0,0.586,60,0,-1.461,-0.365
303,2021-02-03 03:45:00,361.016,23.331,69.23,0.363,4911,-8.98,46.94,3.138,619.967,-1.483,-0.494,0.35,1.453,162.848,0,0.59,60,0,-1.977,-0.494
