,When,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in
3403,2019-03-07 03:45:00,9.6,44.9,1.0,0.0,0.0,0.0,889.1,SW_directSW_diffuseLW_in,272.702
3404,2019-03-07 04:00:00,8.5,46.3,0.8,0.0,0.0,0.001,890.0,SW_directSW_diffuseLW_in,278.158
3405,2019-03-07 04:15:00,7.5,51.8,1.4,0.0,0.0,0.001,890.5,SW_directSW_diffuseLW_in,278.637
3406,2019-03-07 04:30:00,6.7,68.0,1.3,0.0,0.0,0.001,891.0,SW_directSW_diffuseLW_in,279.116
3407,2019-03-07 04:45:00,5.4,81.6,0.8,0.0,0.0,0.0,891.5,SW_directSW_diffuseLW_in,279.596
3408,2019-03-07 05:00:00,4.5,84.2,2.3,0.0,0.0,0.001,892.0,SW_directSW_diffuseLW_in,280.075
3409,2019-03-07 05:15:00,3.6,87.8,1.3,0.0,0.0,0.0,892.6,SW_directSW_diffuseLW_in,279.826
3410,2019-03-07 05:30:00,3.2,86.5,1.6,0.0,0.0,0.001,892.7,SW_directSW_diffuseLW_in,279.577
3411,2019-03-07 05:45:00,2.9,88.4,1.0,0.0,0.0,0.001,892.9,SW_directSW_diffuseLW_in,279.328
3412,2019-03-07 06:00:00,2.5,89.2,1.2,0.0,0.0,0.001,893.3,SW_directSW_diffuseLW_in,279.079
3413,2019-03-07 06:15:00,2.3,89.1,1.5,0.224,2.422,0.001,894.0,SW_directSW_diffuseLW_in,284.281
3414,2019-03-07 06:30:00,2.0,90.9,1.3,0.448,4.844,0.0,893.9,SW_directSW_diffuseLW_in,289.482
3415,2019-03-07 06:45:00,2.0,91.9,0.9,0.673,7.267,0.0,893.9,SW_directSW_diffuseLW_in,294.684
3416,2019-03-07 07:00:00,2.1,91.3,0.9,0.897,9.689,0.0,893.9,SW_directSW_diffuseLW_in,299.886
3417,2019-03-07 07:15:00,2.2,90.6,0.9,1.256,17.362,0.0,893.9,SW_directSW_diffuseLW_in,299.439
3418,2019-03-07 07:30:00,1.9,91.7,0.9,1.615,25.036,0.0,893.9,SW_directSW_diffuseLW_in,298.992
3419,2019-03-07 07:45:00,1.9,92.6,0.7,1.974,32.709,0.0,894.0,SW_directSW_diffuseLW_in,298.545
3420,2019-03-07 08:00:00,2.3,92.2,1.9,2.333,40.382,0.0,894.6,SW_directSW_diffuseLW_in,298.098
3421,2019-03-07 08:15:00,2.4,91.1,0.9,4.761,56.303,0.0,894.9,SW_directSW_diffuseLW_in,298.17
3422,2019-03-07 08:30:00,2.6,90.3,0.6,7.189,72.224,0.0,895.1,SW_directSW_diffuseLW_in,298.242
3423,2019-03-07 08:45:00,2.5,92.0,0.6,9.617,88.146,0.0,895.3,SW_directSW_diffuseLW_in,298.315
3424,2019-03-07 09:00:00,2.6,92.5,0.6,12.045,104.067,0.0,895.2,SW_directSW_diffuseLW_in,298.387
3425,2019-03-07 09:15:00,3.0,90.4,0.8,21.259,125.91,0.0,895.3,SW_directSW_diffuseLW_in,296.975
3426,2019-03-07 09:30:00,3.0,90.6,0.8,30.472,147.754,0.0,895.2,SW_directSW_diffuseLW_in,295.562
3427,2019-03-07 09:45:00,3.3,89.1,1.1,39.686,169.597,0.0,895.4,SW_directSW_diffuseLW_in,294.15
3428,2019-03-07 10:00:00,3.7,87.7,1.0,48.9,191.44,0.0,895.6,SW_directSW_diffuseLW_in,292.738
3429,2019-03-07 10:15:00,3.8,88.1,0.8,81.234,192.208,0.0,895.9,SW_directSW_diffuseLW_in,288.394
3430,2019-03-07 10:30:00,4.0,88.2,0.7,113.568,192.976,0.0,895.9,SW_directSW_diffuseLW_in,284.049
3431,2019-03-07 10:45:00,4.3,82.9,0.9,145.902,193.745,0.0,895.9,SW_directSW_diffuseLW_in,279.705
3432,2019-03-07 11:00:00,4.9,80.9,0.8,178.236,194.513,0.0,896.1,SW_directSW_diffuseLW_in,275.361
3433,2019-03-07 11:15:00,5.3,79.8,0.9,170.211,195.829,0.0,896.2,SW_directSW_diffuseLW_in,280.655
3434,2019-03-07 11:30:00,5.5,73.3,1.7,162.186,197.144,0.0,896.6,SW_directSW_diffuseLW_in,285.949
3435,2019-03-07 11:45:00,4.8,80.8,2.0,154.161,198.46,0.0,897.1,SW_directSW_diffuseLW_in,291.243
3436,2019-03-07 12:00:00,3.8,84.7,1.3,146.136,199.776,0.0,897.3,SW_directSW_diffuseLW_in,296.537
3437,2019-03-07 12:15:00,3.4,88.8,1.3,172.707,194.316,0.0,898.0,SW_directSW_diffuseLW_in,295.37
3438,2019-03-07 12:30:00,3.1,89.7,1.2,199.279,188.856,0.0,898.0,SW_directSW_diffuseLW_in,294.204
3439,2019-03-07 12:45:00,3.1,87.9,1.3,225.85,183.395,0.0,898.2,SW_directSW_diffuseLW_in,293.037
3440,2019-03-07 13:00:00,2.8,90.0,0.7,252.422,177.935,0.0,898.4,SW_directSW_diffuseLW_in,291.871
3441,2019-03-07 13:15:00,2.8,89.8,0.8,250.098,176.798,0.0,898.2,SW_directSW_diffuseLW_in,287.56
3442,2019-03-07 13:30:00,2.9,89.8,0.8,247.774,175.661,0.0,898.4,SW_directSW_diffuseLW_in,283.248
3443,2019-03-07 13:45:00,3.2,89.2,1.1,245.45,174.524,0.0,898.2,SW_directSW_diffuseLW_in,278.937
3444,2019-03-07 14:00:00,3.3,90.7,0.9,243.126,173.387,0.002,898.2,SW_directSW_diffuseLW_in,274.626
3445,2019-03-07 14:15:00,3.4,87.9,0.8,241.876,165.235,0.0,898.2,SW_directSW_diffuseLW_in,272.145
3446,2019-03-07 14:30:00,3.6,86.8,0.5,240.626,157.082,0.0,898.0,SW_directSW_diffuseLW_in,269.664
3447,2019-03-07 14:45:00,3.5,85.9,0.6,239.376,148.93,0.0,897.9,SW_directSW_diffuseLW_in,267.183
3448,2019-03-07 15:00:00,3.7,82.0,0.9,238.126,140.778,0.0,898.3,SW_directSW_diffuseLW_in,264.702
3449,2019-03-07 15:15:00,2.9,84.6,1.5,224.041,126.743,0.0,898.9,SW_directSW_diffuseLW_in,260.013
3450,2019-03-07 15:30:00,2.1,88.3,1.1,209.956,112.708,0.0,898.8,SW_directSW_diffuseLW_in,255.324
3451,2019-03-07 15:45:00,2.2,90.7,0.9,195.87,98.674,0.0,898.5,SW_directSW_diffuseLW_in,250.634
3452,2019-03-07 16:00:00,2.6,83.6,1.3,181.785,84.639,0.0,898.6,SW_directSW_diffuseLW_in,245.945
3453,2019-03-07 16:15:00,2.5,89.2,0.8,150.017,74.261,0.0,898.6,SW_directSW_diffuseLW_in,244.51
3454,2019-03-07 16:30:00,2.9,88.5,0.5,118.25,63.882,0.0,898.5,SW_directSW_diffuseLW_in,243.075
3455,2019-03-07 16:45:00,2.5,93.0,0.3,86.482,53.504,0.0,898.6,SW_directSW_diffuseLW_in,241.64
3456,2019-03-07 17:00:00,2.9,91.2,0.6,54.715,43.126,0.0,898.4,SW_directSW_diffuseLW_in,240.205
3457,2019-03-07 17:15:00,2.6,92.2,0.3,41.326,33.165,0.0,898.3,SW_directSW_diffuseLW_in,239.916
3458,2019-03-07 17:30:00,2.1,92.8,0.5,27.937,23.204,0.0,898.4,SW_directSW_diffuseLW_in,239.627
3459,2019-03-07 17:45:00,1.7,93.6,0.4,14.548,13.243,0.0,898.5,SW_directSW_diffuseLW_in,239.338
3460,2019-03-07 18:00:00,1.4,93.9,0.5,1.159,3.282,0.0,898.8,SW_directSW_diffuseLW_in,239.049
3461,2019-03-07 18:15:00,1.0,93.9,0.4,0.869,2.462,0.0,899.0,SW_directSW_diffuseLW_in,240.161
3462,2019-03-07 18:30:00,0.7,94.3,0.7,0.58,1.641,0.0,899.0,SW_directSW_diffuseLW_in,241.272
3463,2019-03-07 18:45:00,0.4,94.4,0.3,0.29,0.82,0.0,899.2,SW_directSW_diffuseLW_in,242.384
3464,2019-03-07 19:00:00,0.0,94.4,0.3,0.0,0.0,0.0,899.4,SW_directSW_diffuseLW_in,243.496
3465,2019-03-07 19:15:00,-0.2,94.8,0.6,0.0,0.0,0.0,899.6,SW_directSW_diffuseLW_in,243.384
3466,2019-03-07 19:30:00,-0.3,94.8,0.4,0.0,0.0,0.0,899.7,SW_directSW_diffuseLW_in,243.272
3467,2019-03-07 19:45:00,-0.5,95.0,0.4,0.0,0.0,0.0,899.8,SW_directSW_diffuseLW_in,243.16
3468,2019-03-07 20:00:00,-0.7,95.0,0.3,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,243.048
3469,2019-03-07 20:15:00,-0.8,95.2,0.4,0.0,0.0,0.0,900.2,SW_directSW_diffuseLW_in,243.42
3470,2019-03-07 20:30:00,-0.7,95.4,0.3,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,243.793
3471,2019-03-07 20:45:00,-0.8,95.3,0.3,0.0,0.0,0.0,900.3,SW_directSW_diffuseLW_in,244.166
3472,2019-03-07 21:00:00,-0.9,95.3,0.5,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,244.538
3473,2019-03-07 21:15:00,-1.0,95.3,0.7,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,243.827
3474,2019-03-07 21:30:00,-0.9,95.4,0.4,0.0,0.0,0.0,900.5,SW_directSW_diffuseLW_in,243.116
3475,2019-03-07 21:45:00,-1.0,95.4,0.3,0.0,0.0,0.0,900.6,SW_directSW_diffuseLW_in,242.404
3476,2019-03-07 22:00:00,-1.0,95.5,0.5,0.0,0.0,0.0,900.8,SW_directSW_diffuseLW_in,241.693
3477,2019-03-07 22:15:00,-1.0,95.4,0.5,0.0,0.0,0.0,900.8,SW_directSW_diffuseLW_in,243.338
3478,2019-03-07 22:30:00,-0.9,95.5,0.4,0.0,0.0,0.0,900.9,SW_directSW_diffuseLW_in,244.984
3479,2019-03-07 22:45:00,-0.9,95.4,0.3,0.0,0.0,0.0,901.0,SW_directSW_diffuseLW_in,246.63
3480,2019-03-07 23:00:00,-0.8,95.4,0.4,0.0,0.0,0.0,900.9,SW_directSW_diffuseLW_in,248.275
3481,2019-03-07 23:15:00,-0.5,95.5,0.4,0.0,0.0,0.0,901.0,SW_directSW_diffuseLW_in,244.767
3482,2019-03-07 23:30:00,-0.5,95.4,0.3,0.0,0.0,0.0,901.1,SW_directSW_diffuseLW_in,241.26
3483,2019-03-07 23:45:00,-0.3,95.4,0.6,0.0,0.0,0.0,901.2,SW_directSW_diffuseLW_in,237.752
3484,2019-03-08 00:00:00,0.3,95.5,0.8,0.0,0.0,0.0,901.2,SW_directSW_diffuseLW_in,234.244
3485,2019-03-08 00:15:00,0.9,94.0,0.8,0.0,0.0,0.0,901.3,SW_directSW_diffuseLW_in,237.55
3486,2019-03-08 00:30:00,1.4,91.6,0.7,0.0,0.0,0.0,901.5,SW_directSW_diffuseLW_in,240.856
3487,2019-03-08 00:45:00,1.7,91.3,0.6,0.0,0.0,0.0,901.4,SW_directSW_diffuseLW_in,244.162
3488,2019-03-08 01:00:00,1.5,92.5,0.8,0.0,0.0,0.0,901.4,SW_directSW_diffuseLW_in,247.468
3489,2019-03-08 01:15:00,1.4,91.8,0.4,0.0,0.0,0.0,901.6,SW_directSW_diffuseLW_in,247.461
3490,2019-03-08 01:30:00,1.0,92.7,0.4,0.0,0.0,0.0,901.8,SW_directSW_diffuseLW_in,247.454
3491,2019-03-08 01:45:00,1.2,90.7,0.8,0.0,0.0,0.0,901.8,SW_directSW_diffuseLW_in,247.446
3492,2019-03-08 02:00:00,1.7,84.8,1.0,0.0,0.0,0.0,901.9,SW_directSW_diffuseLW_in,247.439
3493,2019-03-08 02:15:00,1.8,86.9,1.1,0.0,0.0,0.0,902.0,SW_directSW_diffuseLW_in,251.014
3494,2019-03-08 02:30:00,1.7,87.6,0.9,0.0,0.0,0.0,902.1,SW_directSW_diffuseLW_in,254.588
3495,2019-03-08 02:45:00,1.3,89.4,0.8,0.0,0.0,0.0,902.1,SW_directSW_diffuseLW_in,258.163
3496,2019-03-08 03:00:00,1.5,88.1,0.9,0.0,0.0,0.0,902.1,SW_directSW_diffuseLW_in,261.738
3497,2019-03-08 03:15:00,1.5,87.3,0.9,0.0,0.0,0.0,902.1,SW_directSW_diffuseLW_in,262.629
3498,2019-03-08 03:30:00,2.1,83.2,1.3,0.0,0.0,0.0,902.0,SW_directSW_diffuseLW_in,263.52
3499,2019-03-08 03:45:00,2.3,83.3,0.8,0.0,0.0,0.0,902.0,SW_directSW_diffuseLW_in,264.41
3500,2019-03-08 04:00:00,2.0,84.5,0.8,0.0,0.0,0.0,902.2,SW_directSW_diffuseLW_in,265.301
3501,2019-03-08 04:15:00,1.8,83.6,1.0,0.0,0.0,0.0,902.2,SW_directSW_diffuseLW_in,270.049
3502,2019-03-08 04:30:00,1.8,85.6,0.8,0.0,0.0,0.0,902.3,SW_directSW_diffuseLW_in,274.797
3503,2019-03-08 04:45:00,1.9,83.5,0.9,0.0,0.0,0.0,902.3,SW_directSW_diffuseLW_in,279.545
3504,2019-03-08 05:00:00,1.7,85.0,0.8,0.0,0.0,0.0,902.5,SW_directSW_diffuseLW_in,284.293
3505,2019-03-08 05:15:00,1.7,84.2,1.2,0.0,0.0,0.0,902.5,SW_directSW_diffuseLW_in,286.347
3506,2019-03-08 05:30:00,1.9,83.5,0.8,0.0,0.0,0.0,902.6,SW_directSW_diffuseLW_in,288.4
3507,2019-03-08 05:45:00,1.8,84.3,1.0,0.0,0.0,0.0,902.9,SW_directSW_diffuseLW_in,290.454
3508,2019-03-08 06:00:00,1.9,84.5,0.7,0.0,0.0,0.0,903.0,SW_directSW_diffuseLW_in,292.508
3509,2019-03-08 06:15:00,2.0,84.5,1.0,2.237,4.153,0.0,903.2,SW_directSW_diffuseLW_in,291.5
3510,2019-03-08 06:30:00,1.9,85.2,0.7,4.474,8.306,0.0,903.3,SW_directSW_diffuseLW_in,290.492
3511,2019-03-08 06:45:00,2.0,83.7,0.6,6.71,12.458,0.0,903.3,SW_directSW_diffuseLW_in,289.483
3512,2019-03-08 07:00:00,2.3,82.9,0.8,8.947,16.611,0.0,903.5,SW_directSW_diffuseLW_in,288.475
3513,2019-03-08 07:15:00,2.4,82.6,0.9,20.848,31.569,0.0,903.6,SW_directSW_diffuseLW_in,285.605
3514,2019-03-08 07:30:00,2.2,82.4,0.8,32.748,46.526,0.0,903.8,SW_directSW_diffuseLW_in,282.736
3515,2019-03-08 07:45:00,2.4,84.0,1.0,44.649,61.484,0.0,904.0,SW_directSW_diffuseLW_in,279.866
3516,2019-03-08 08:00:00,1.9,88.0,0.7,56.55,76.442,0.0,904.2,SW_directSW_diffuseLW_in,276.996
3517,2019-03-08 08:15:00,1.8,89.8,0.7,58.89,91.886,0.0,904.3,SW_directSW_diffuseLW_in,276.149
3518,2019-03-08 08:30:00,2.0,90.0,0.8,61.23,107.33,0.0,904.5,SW_directSW_diffuseLW_in,275.302
3519,2019-03-08 08:45:00,2.2,90.5,0.3,63.571,122.773,0.0,904.8,SW_directSW_diffuseLW_in,274.456
3520,2019-03-08 09:00:00,2.4,90.5,0.4,65.911,138.217,0.0,905.1,SW_directSW_diffuseLW_in,273.609
3521,2019-03-08 09:15:00,2.7,86.2,1.2,63.962,139.84,0.0,905.5,SW_directSW_diffuseLW_in,276.506
3522,2019-03-08 09:30:00,2.6,85.1,1.1,62.014,141.462,0.0,905.8,SW_directSW_diffuseLW_in,279.403
3523,2019-03-08 09:45:00,2.5,86.5,1.4,60.065,143.084,0.0,906.1,SW_directSW_diffuseLW_in,282.3
3524,2019-03-08 10:00:00,2.4,87.6,1.1,58.116,144.707,0.0,906.4,SW_directSW_diffuseLW_in,285.197
3525,2019-03-08 10:15:00,2.3,87.5,1.0,80.383,159.338,0.0,906.7,SW_directSW_diffuseLW_in,282.032
3526,2019-03-08 10:30:00,2.1,90.9,0.6,102.65,173.969,0.0,906.9,SW_directSW_diffuseLW_in,278.866
3527,2019-03-08 10:45:00,2.3,91.9,0.5,124.918,188.6,0.0,907.1,SW_directSW_diffuseLW_in,275.701
3528,2019-03-08 11:00:00,2.4,89.9,0.6,147.185,203.231,0.0,907.0,SW_directSW_diffuseLW_in,272.536
3529,2019-03-08 11:15:00,2.9,89.9,0.8,137.608,209.076,0.0,907.1,SW_directSW_diffuseLW_in,276.752
3530,2019-03-08 11:30:00,3.3,89.0,0.7,128.031,214.921,0.0,907.2,SW_directSW_diffuseLW_in,280.967
3531,2019-03-08 11:45:00,3.8,82.9,1.1,118.453,220.767,0.0,907.2,SW_directSW_diffuseLW_in,285.182
3532,2019-03-08 12:00:00,3.7,83.0,0.7,108.876,226.612,0.0,907.4,SW_directSW_diffuseLW_in,289.398
3533,2019-03-08 12:15:00,3.7,86.8,0.7,104.419,218.837,0.0,907.5,SW_directSW_diffuseLW_in,290.836
3534,2019-03-08 12:30:00,3.9,78.5,1.8,99.962,211.062,0.0,907.5,SW_directSW_diffuseLW_in,292.274
3535,2019-03-08 12:45:00,4.1,80.9,1.2,95.504,203.288,0.0,907.5,SW_directSW_diffuseLW_in,293.712
3536,2019-03-08 13:00:00,4.0,79.8,1.2,91.047,195.513,0.0,907.5,SW_directSW_diffuseLW_in,295.15
3537,2019-03-08 13:15:00,3.9,80.6,1.4,110.527,188.538,0.0,907.4,SW_directSW_diffuseLW_in,291.427
3538,2019-03-08 13:30:00,4.6,79.7,1.3,130.007,181.562,0.0,907.4,SW_directSW_diffuseLW_in,287.703
3539,2019-03-08 13:45:00,4.8,73.1,1.5,149.487,174.586,0.0,907.3,SW_directSW_diffuseLW_in,283.98
3540,2019-03-08 14:00:00,4.7,75.7,1.3,168.967,167.611,0.0,907.4,SW_directSW_diffuseLW_in,280.257
3541,2019-03-08 14:15:00,4.5,76.5,1.1,167.364,149.596,0.0,907.3,SW_directSW_diffuseLW_in,279.914
3542,2019-03-08 14:30:00,4.8,75.3,1.8,165.762,131.581,0.0,907.4,SW_directSW_diffuseLW_in,279.572
3543,2019-03-08 14:45:00,4.6,77.3,1.0,164.159,113.566,0.0,907.6,SW_directSW_diffuseLW_in,279.229
3544,2019-03-08 15:00:00,4.6,77.5,1.2,162.556,95.551,0.0,907.7,SW_directSW_diffuseLW_in,278.886
3545,2019-03-08 15:15:00,4.7,75.7,1.3,141.789,94.951,0.0,907.8,SW_directSW_diffuseLW_in,277.146
3546,2019-03-08 15:30:00,4.6,77.2,0.8,121.022,94.352,0.0,907.9,SW_directSW_diffuseLW_in,275.407
3547,2019-03-08 15:45:00,4.2,77.1,0.7,100.255,93.752,0.0,908.0,SW_directSW_diffuseLW_in,273.668
3548,2019-03-08 16:00:00,4.1,77.4,1.1,79.488,93.152,0.0,908.1,SW_directSW_diffuseLW_in,271.928
3549,2019-03-08 16:15:00,3.9,78.1,1.1,67.781,78.6,0.0,908.1,SW_directSW_diffuseLW_in,273.646
3550,2019-03-08 16:30:00,3.8,78.0,1.2,56.073,64.048,0.0,907.9,SW_directSW_diffuseLW_in,275.364
3551,2019-03-08 16:45:00,3.7,79.5,0.8,44.366,49.495,0.0,908.0,SW_directSW_diffuseLW_in,277.081
3552,2019-03-08 17:00:00,3.7,79.2,0.6,32.659,34.943,0.0,907.9,SW_directSW_diffuseLW_in,278.799
3553,2019-03-08 17:15:00,3.6,76.9,1.2,24.794,27.036,0.0,907.9,SW_directSW_diffuseLW_in,274.612
3554,2019-03-08 17:30:00,3.8,79.0,0.6,16.928,19.13,0.0,907.8,SW_directSW_diffuseLW_in,270.424
3555,2019-03-08 17:45:00,3.5,81.1,0.5,9.063,11.224,0.0,907.9,SW_directSW_diffuseLW_in,266.236
3556,2019-03-08 18:00:00,3.3,81.0,0.6,1.198,3.317,0.0,907.9,SW_directSW_diffuseLW_in,262.049
3557,2019-03-08 18:15:00,3.2,80.7,0.6,0.898,2.488,0.0,908.1,SW_directSW_diffuseLW_in,256.99
3558,2019-03-08 18:30:00,3.2,82.5,0.4,0.599,1.658,0.0,908.3,SW_directSW_diffuseLW_in,251.932
3559,2019-03-08 18:45:00,2.8,84.6,0.6,0.3,0.829,0.0,908.5,SW_directSW_diffuseLW_in,246.873
3560,2019-03-08 19:00:00,2.9,84.3,0.4,0.0,0.0,0.0,908.6,SW_directSW_diffuseLW_in,241.815
3561,2019-03-08 19:15:00,2.9,85.3,0.2,0.0,0.0,0.0,909.0,SW_directSW_diffuseLW_in,247.259
3562,2019-03-08 19:30:00,2.7,86.0,0.8,0.0,0.0,0.0,909.1,SW_directSW_diffuseLW_in,252.702
3563,2019-03-08 19:45:00,2.6,86.6,0.7,0.0,0.0,0.0,909.2,SW_directSW_diffuseLW_in,258.146
3564,2019-03-08 20:00:00,2.5,86.8,0.5,0.0,0.0,0.0,909.3,SW_directSW_diffuseLW_in,263.59
3565,2019-03-08 20:15:00,2.5,86.3,0.3,0.0,0.0,0.0,909.1,SW_directSW_diffuseLW_in,264.957
3566,2019-03-08 20:30:00,2.0,89.3,0.3,0.0,0.0,0.0,908.9,SW_directSW_diffuseLW_in,266.324
3567,2019-03-08 20:45:00,1.7,90.6,0.4,0.0,0.0,0.0,909.0,SW_directSW_diffuseLW_in,267.692
3568,2019-03-08 21:00:00,1.6,90.0,0.3,0.0,0.0,0.0,909.0,SW_directSW_diffuseLW_in,269.059
3569,2019-03-08 21:15:00,1.3,90.1,0.2,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,267.54
3570,2019-03-08 21:30:00,1.0,90.8,0.3,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,266.02
3571,2019-03-08 21:45:00,1.0,91.9,0.4,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,264.5
3572,2019-03-08 22:00:00,0.9,92.2,0.3,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,262.981
3573,2019-03-08 22:15:00,0.9,92.6,0.3,0.0,0.0,0.0,909.8,SW_directSW_diffuseLW_in,262.799
3574,2019-03-08 22:30:00,0.9,92.8,0.2,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,262.616
3575,2019-03-08 22:45:00,0.9,92.8,0.4,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,262.434
3576,2019-03-08 23:00:00,1.1,92.9,0.7,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,262.252
3577,2019-03-08 23:15:00,1.7,88.2,0.8,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,261.662
3578,2019-03-08 23:30:00,3.0,79.0,0.8,0.0,0.0,0.0,909.4,SW_directSW_diffuseLW_in,261.072
3579,2019-03-08 23:45:00,3.2,78.1,0.9,0.0,0.0,0.0,909.3,SW_directSW_diffuseLW_in,260.481
3580,2019-03-09 00:00:00,3.6,74.5,1.0,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,259.891
3581,2019-03-09 00:15:00,3.8,71.9,0.7,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,260.909
3582,2019-03-09 00:30:00,3.6,73.8,0.9,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,261.928
3583,2019-03-09 00:45:00,3.4,75.3,0.8,0.0,0.0,0.0,909.8,SW_directSW_diffuseLW_in,262.946
3584,2019-03-09 01:00:00,3.1,76.4,0.6,0.0,0.0,0.0,909.9,SW_directSW_diffuseLW_in,263.964
3585,2019-03-09 01:15:00,2.9,78.5,0.6,0.0,0.0,0.0,909.8,SW_directSW_diffuseLW_in,263.988
3586,2019-03-09 01:30:00,3.2,74.8,0.9,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,264.011
3587,2019-03-09 01:45:00,4.3,71.0,1.1,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,264.034
3588,2019-03-09 02:00:00,4.1,69.5,1.2,0.0,0.0,0.0,909.4,SW_directSW_diffuseLW_in,264.058
3589,2019-03-09 02:15:00,4.2,70.1,1.4,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,265.43
3590,2019-03-09 02:30:00,4.1,72.2,0.8,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,266.802
3591,2019-03-09 02:45:00,4.1,72.0,1.2,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,268.173
3592,2019-03-09 03:00:00,3.8,73.2,1.0,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,269.545
3593,2019-03-09 03:15:00,3.9,72.8,1.1,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,268.442
3594,2019-03-09 03:30:00,4.0,73.7,1.1,0.0,0.0,0.0,909.4,SW_directSW_diffuseLW_in,267.338
3595,2019-03-09 03:45:00,4.0,71.6,0.5,0.0,0.0,0.0,909.4,SW_directSW_diffuseLW_in,266.234
3596,2019-03-09 04:00:00,4.1,72.2,1.0,0.0,0.0,0.0,909.4,SW_directSW_diffuseLW_in,265.131
3597,2019-03-09 04:15:00,4.2,71.7,1.0,0.0,0.0,0.0,909.7,SW_directSW_diffuseLW_in,272.788
3598,2019-03-09 04:30:00,4.1,70.7,1.1,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,280.444
3599,2019-03-09 04:45:00,4.0,72.5,1.3,0.0,0.0,0.0,909.5,SW_directSW_diffuseLW_in,288.101
3600,2019-03-09 05:00:00,3.9,71.9,0.9,0.0,0.0,0.0,909.6,SW_directSW_diffuseLW_in,295.758
3601,2019-03-09 05:15:00,4.0,72.8,0.5,0.0,0.0,0.0,909.8,SW_directSW_diffuseLW_in,297.602
3602,2019-03-09 05:30:00,3.6,78.7,0.6,0.0,0.0,0.0,910.1,SW_directSW_diffuseLW_in,299.445
3603,2019-03-09 05:45:00,2.8,87.2,0.6,0.0,0.0,0.0,910.2,SW_directSW_diffuseLW_in,301.288
3604,2019-03-09 06:00:00,2.4,90.2,0.8,0.0,0.0,0.0,910.0,SW_directSW_diffuseLW_in,303.132
3605,2019-03-09 06:15:00,2.5,87.6,0.9,1.634,4.324,0.0,909.9,SW_directSW_diffuseLW_in,301.116
3606,2019-03-09 06:30:00,2.8,84.1,0.7,3.268,8.648,0.0,909.9,SW_directSW_diffuseLW_in,299.1
3607,2019-03-09 06:45:00,2.8,83.9,0.5,4.903,12.973,0.0,909.8,SW_directSW_diffuseLW_in,297.083
3608,2019-03-09 07:00:00,3.0,81.8,0.6,6.537,17.297,0.0,909.6,SW_directSW_diffuseLW_in,295.067
3609,2019-03-09 07:15:00,3.5,76.0,0.9,7.516,30.577,0.0,909.6,SW_directSW_diffuseLW_in,295.972
3610,2019-03-09 07:30:00,3.8,74.8,0.6,8.496,43.857,0.0,909.7,SW_directSW_diffuseLW_in,296.877
3611,2019-03-09 07:45:00,3.3,79.9,0.8,9.476,57.137,0.0,909.9,SW_directSW_diffuseLW_in,297.782
3612,2019-03-09 08:00:00,3.3,82.4,0.5,10.455,70.417,0.0,910.3,SW_directSW_diffuseLW_in,298.687
3613,2019-03-09 08:15:00,3.3,85.8,0.3,11.13,72.596,0.0,910.5,SW_directSW_diffuseLW_in,302.766
3614,2019-03-09 08:30:00,3.3,84.8,0.4,11.804,74.774,0.0,910.5,SW_directSW_diffuseLW_in,306.844
3615,2019-03-09 08:45:00,3.6,82.5,0.6,12.479,76.953,0.0,910.6,SW_directSW_diffuseLW_in,310.922
3616,2019-03-09 09:00:00,4.4,75.1,0.8,13.154,79.132,0.0,910.7,SW_directSW_diffuseLW_in,315.001
3617,2019-03-09 09:15:00,4.6,75.6,0.4,16.258,95.098,0.0,911.0,SW_directSW_diffuseLW_in,314.652
3618,2019-03-09 09:30:00,4.6,76.8,0.7,19.362,111.065,0.0,911.0,SW_directSW_diffuseLW_in,314.304
3619,2019-03-09 09:45:00,4.8,76.3,0.6,22.467,127.031,0.0,910.9,SW_directSW_diffuseLW_in,313.956
